@ARDAT,393,1669775060000,-2.367,129.633,144,429,2,0
@ARDAT,394,1669775078000,-3.362,127.626,176.4,458,2,0
@ARDAT,395,1669775084000,-3.602,127.947,172.4,488,2,0
@ARDAT,396,1669775109000,-3.903,127.318,180.6,517,2,0
@ARDAT,397,1669775109000,-3.972,127.565,177.6,525,2,0
@ARDAT,398,1669775165000,1.363,132.246,83.1,547,2,1
@ARDAT,399,1669775181000,-4.105,128.292,169.2,549,2,0
@ARDAT,400,1669775187000,-3.504,129.377,154.7,523,2,1
@ARDAT,401,1669775210000,-4.201,128.410,168.1,562,2,0
@ARDAT,402,1669775218000,-3.099,127.737,174.5,430,2,0
@ARDAT,403,1669775271000,-3.956,127.482,178.6,523,2,0
@ARDAT,404,1669775275000,5.296,129.509,25.4,554,2,0
@ARDAT,405,1669775276000,-3.141,127.523,177.7,433,2,1
@ARDAT,406,1669775283000,2.930,131.326,61.5,501,1,0
@ARDAT,407,1669775299000,-2.881,124.890,214.3,489,2,1
@ARDAT,408,1669775307000,-3.138,128.193,168,442,2,1
@ARDAT,409,1669775309000,4.390,128.926,23.4,436,2,0
@ARDAT,410,1669775317000,-3.653,127.605,176.9,490,2,1
@ARDAT,411,1669775317000,1.612,132.028,79.8,527,2,1
@ARDAT,412,1669775325000,3.060,132.327,65.3,607,2,0
@ARDAT,413,1669775326000,-3.885,127.780,174.9,517,2,1
@ARDAT,414,1669775335000,-3.842,127.616,176.9,511,2,1
@ARDAT,415,1669775344000,1.022,131.465,86.5,457,2,1
@ARDAT,416,1669775345000,-3.236,125.406,206.2,494,2,1
@ARDAT,417,1669775358000,-3.720,127.523,178,497,2,1
@ARDAT,418,1669775358000,-2.962,127.471,178.4,413,2,1
@ARDAT,419,1669775382000,-3.368,127.482,178.4,458,0,1
@ARDAT,420,1669775388000,1.041,131.428,86.2,453,2,1
@ARDAT,421,1669775419000,-3.792,126.493,190.9,514,2,1
@ARDAT,422,1669775438000,2.506,130.274,59.3,376,2,0
@ARDAT,423,1669775491000,4.619,129.121,24.6,468,0,0
@ARDAT,424,1669775502000,-3.704,128.354,167.5,507,2,1
@ARDAT,425,1669775529000,-3.645,127.589,177.1,489,2,1
@ARDAT,426,1669775577000,1.685,132.097,79.1,536,0,1
@ARDAT,427,1669775601000,-3.923,128.768,163.3,542,2,1
@ARDAT,428,1669775609000,-3.656,128.135,170.1,497,1,1
@ARDAT,429,1669775649000,-3.680,126.902,186,495,0,1
@ARDAT,430,1669775678000,-3.640,127.666,176.1,489,2,1
@ARDAT,431,1669775693000,-2.997,126.774,189,422,0,1
@ARDAT,432,1669775709000,-3.530,126.566,190.6,484,0,1
@ARDAT,433,1669775724000,-3.475,129.727,150.8,538,2,1
@ARDAT,434,1669775752000,1.613,132.128,80,538,2,1
@ARDAT,435,1669775752000,1.245,132.196,84.4,540,2,1
@ARDAT,436,1669775756000,1.457,132.116,81.8,534,2,1
@ARDAT,437,1669775761000,-3.799,129.316,156.8,550,2,1
@ARDAT,438,1669775771000,4.630,128.765,20,454,1,0
@ARDAT,439,1669775775000,-2.972,129.063,155.5,455,2,1
@ARDAT,440,1669775794000,2.958,131.997,64.8,569,2,0
